sampleId	popId	site	country	region	groupLabel	groupAge	flag	shapeA	colorA	latitude	longitude	callset	dataSource	age14C	ageHigh	ageLow	ageAverage	datingSource	coverage	sex	hgMT	gpAvg	ageRaw	clusterId	clusterIBDGlobal	clusterIBDFine
NEO599	NEO599	Vanlöse mose	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	0	7	black	55.55	11.68	sg.impute	thisStudy	4485	5296	4971	5134	direct	0.19019233	XY	K2b1a	0.98721	NA	2.4.1.2.1.3	EuropeWCAsia_25000BP_300BP	2.4_EuropeNE_5600BP_4600BP
NEO566	NEO566	Døjringe I	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	lowcov;lowGpAvg	7	black	55.48	11.58	sg.impute	thisStudy	4629	5288	4971	5130	direct	0.020553387	XY	U5b3	0.95807	NA	NA	NA	NA
NEO961	NEO961	Avlebjerg (Strøby)	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	lowcov;lowGpAvg	7	black	55.37	12.29	sg.impute	thisStudy	4510	5292	4982	5137	direct	0.022878791	XX	K1b1a1	0.96076	NA	NA	NA	NA
NEO594	NEO594	Neverkaer mose	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	contX5pct;lowcov;lowGpAvg	7	black	55.39	10.08	sg.impute	thisStudy	4528	5300	5048	5174	direct	0.054442799	XY	K1a+195	0.97393	NA	NA	NA	NA
NEO898	NEO898	Svinninge Vejle	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	0	7	black	55.74	11.43	sg.impute	thisStudy	4539	5291	4868	5080	direct	3.8019374949999998	XY	K1a3a	0.99573	NA	4.1.2.3.3	Europe_15000BP_4000BP	4.1_Sweden_5000BP
NEO25	NEO25	Kainsbakke II	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	0	7	black	56.43	10.79	sg.impute	thisStudy	4464	5042	4870	4956	direct	0.356367248	XX	K1a+195	0.99158	NA	2.4.1.1.1.1	EuropeWCAsia_25000BP_300BP	2.4_EuropeNE_5600BP_4600BP
NEO925	NEO925	Myrebjerg mose	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	0	7	black	54.77	10.68	sg.impute	thisStudy	NA	5027	4866	4947	context	0.294332844	XX	W1	0.9908	NA	2.4.1.2.1.8	EuropeWCAsia_25000BP_300BP	2.4_EuropeNE_5600BP_4600BP
RISE61	RISE61	Kyndelöse	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	0	7	grey	55.7	11.86	sg.impute	Allentoft_Nature_2015	4071	4801	4442	4621.5	direct	0.330265233	XY	J1c4	0.98945	NA	1.2.1.4.1.4	Eurasia_5000BP_200BP	1.2_Scandinavia_4600BP_3800BP
NEO878	NEO878	Kyndeløse	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	0	7	black	55.7	11.86	sg.impute	thisStudy	3710	4146	3906	4026	direct	0.277132198	XX	U4a2	0.98707	NA	1.2.1.3.1.7	Eurasia_5000BP_200BP	1.2_Scandinavia_4200BP_3200BP
NEO943	NEO943	Stenderup Hage	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	0	7	black	55.46	9.69	sg.impute	thisStudy	4072	4817	4411	4614	direct	1.754137916	XY	H+152	0.99304	NA	2.4.1.1.1.7	EuropeWCAsia_25000BP_300BP	2.4_EuropeNE_5600BP_4600BP
NEO580	NEO580	Klokkehöj	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	lowcov;lowGpAvg	7	black	55.11	10.11	sg.impute	thisStudy	4086	4801	4421	4611	direct	0.013449476	XX	H2a2a1	0.95258	NA	NA	NA	NA
NEO792	NEO792	Næs	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	0	7	black	54.87	12.12	sg.impute	thisStudy	4020	4570	4416	4493	direct	0.247274305	XY	U2e2a1a2	0.98942	NA	1.2.3.2.2.2	Eurasia_5000BP_200BP	1.2_EuropeNE_4800BP_3000BP
NEO876	NEO876	Toftum mose	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	lowcov;lowGpAvg	7	black	55.9	9.99	sg.impute	thisStudy	3936	4426	4249	4338	direct	0.051347724	XY	T2a1a	0.97042	NA	NA	NA	NA
NEO870	NEO870	Toftum mose	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	0	7	black	55.9	9.99	sg.impute	thisStudy	3837	4386	4093	4240	direct	0.57663287	XY	T2b2	0.9932	NA	1.2.1.3.1.2	Eurasia_5000BP_200BP	1.2_Scandinavia_4200BP_3200BP
NEO872	NEO872	Toftum mose	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	lowcov	7	black	55.9	9.99	sg.impute	thisStudy	3699	4086	3871	3979	direct	0.082399836	XY	K2a5	0.98001	NA	NA	NA	NA
NEO875	NEO875	Toftum mose	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	0	7	black	55.9	9.99	sg.impute	thisStudy	3803	4084	3855	3970	direct	0.182317715	XY	U5b3b	0.98564	NA	1.2.1.2.2.1.2.3	Eurasia_5000BP_200BP	1.2_Europe_4500BP_650BP
NEO92	NEO92	Barhøj (Strøby Egede)	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	0	7	black	55.4	12.27	sg.impute	thisStudy	3803	4289	4086	4188	direct	0.60798205	XY	T2b	0.99328	NA	1.2.1.3.1.1	Eurasia_5000BP_200BP	1.2_Scandinavia_4200BP_3200BP
NEO737	NEO737	Borreby	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	0	7	black	55.23	11.3	sg.impute	thisStudy	3785	4231	3980	4106	direct	0.242788049	XY	U4b1a1a1	0.98817	NA	1.2.1.2.2.1.2.2	Eurasia_5000BP_200BP	1.2_Europe_4500BP_650BP
NEO738	NEO738	Kolind	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	0	7	black	56.36	10.59	sg.impute	thisStudy	3810	4232	3974	4103	direct	1.207424862	XY	J1c3g	0.99408	NA	1.2.1.3.2	Eurasia_5000BP_200BP	1.2_Scandinavia_4200BP_3200BP
NEO739	NEO739	Kolind	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	0	7	black	56.36	10.59	sg.impute	thisStudy	3691	4084	3846	3965	direct	1.881093892	XY	N1a1a1a1	0.9941	NA	1.2.1.3.2	Eurasia_5000BP_200BP	1.2_Scandinavia_4200BP_3200BP
NEO861	NEO861	Mosede Mose	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	0	7	black	55.58	12.28	sg.impute	thisStudy	3756	4219	3985	4102	direct	0.37972003	XX	H6a1a	0.99175	NA	1.2.1.3.1.6	Eurasia_5000BP_200BP	1.2_Scandinavia_4200BP_3200BP
NEO860	NEO860	Mosede Mose	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	0	7	black	55.58	12.28	sg.impute	thisStudy	3568	3832	3561	3697	direct	0.200169913	XY	K1a1b2a1a	0.98767	NA	1.2.1.3.1.1	Eurasia_5000BP_200BP	1.2_Scandinavia_4200BP_3200BP
Gjerrild5	Gjerrild5	Gjerrild	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	0	7	grey	56.5	10.83	sg.impute	gjerrild_inPrep	3790	4234	3986	4110	direct	1.083379366	XY	K2a	0.99145	NA	1.2.3.2.1.3	Eurasia_5000BP_200BP	1.2_EuropeNE_4800BP_3000BP
RISE71	RISE71	Falshöj	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	0	7	grey	56.68	10.03	sg.impute	Allentoft_Nature_2015	3701	4146	3973	4059.5	direct	0.285220831	XX	H3b	0.9872	NA	1.2.1.3.1.1	Eurasia_5000BP_200BP	1.2_Scandinavia_4200BP_3200BP
NEO735	NEO735	Borreby	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	0	7	black	55.23	11.3	sg.impute	thisStudy	3671	4085	3858	3972	direct	0.671337113	XY	U4c1	0.99416	NA	1.2.1.3.1.4	Eurasia_5000BP_200BP	1.2_Scandinavia_4200BP_3200BP
NEO934	NEO934	Gammellung	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	lowcov;lowGpAvg	7	black	54.88	10.78	sg.impute	thisStudy	3573	3921	3697	3809	direct	0.079521866	XX	W1+119	0.978	NA	NA	NA	NA
VK214	VK214	Gerdrup	Denmark	NorthernEurope	Denmark_BronzeAge	Ancient	0	7	grey	55.73	12.12	sg.impute	Margyaran_2020_Nature	NA	3839	3725	3782	direct	0.134192954	XX	X2c1	0.98313	NA	1.1.2.3.1.12	Eurasia_5000BP_200BP	1.1_Scandinavia_4000BP_3000BP
NEO93	NEO93	Strøby Ladeplads	Denmark	NorthernEurope	Denmark_BronzeAge	Ancient	0	7	black	55.41	12.29	sg.impute	thisStudy	3512	3830	3640	3735	direct	1.983802552	XY	K1a1b2b	0.99546	NA	1.1.2.3.1.7	Eurasia_5000BP_200BP	1.1_Scandinavia_4000BP_3000BP
NEO857	NEO857	Lollikehuse	Denmark	NorthernEurope	Denmark_BronzeAge	Ancient	lowcov;lowGpAvg	7	black	55.76	12.01	sg.impute	thisStudy	3442	3821	3452	3637	direct	0.043641283	XY	H3v+16093	0.97169	NA	NA	NA	NA
NEO752	NEO752	Madsesø	Denmark	NorthernEurope	Denmark_BronzeAge	Ancient	0	7	black	55.62	11.33	sg.impute	thisStudy	3523	3699	3479	3589	direct	2.094463353	XY	U5a1i1	0.99487	NA	1.2.1.3.1.5	Eurasia_5000BP_200BP	1.2_Scandinavia_4200BP_3200BP
NEO815	NEO815	Vasagård	Denmark	NorthernEurope	Denmark_BronzeAge	Ancient	contX5pct	7	black	55.06	14.89	sg.impute	thisStudy	3248	3559	3382	3471	direct	0.10721616	XY	H3b6	0.98074	NA	NA	NA	NA
NEO563	NEO563	Bybjerg	Denmark	NorthernEurope	Denmark_BronzeAge	Ancient	0	7	black	55.76	11.8	sg.impute	thisStudy	3210	3447	3253	3350	direct	0.810071846	XY	H6a1a	0.99361	NA	1.1.2.3.1.5	Eurasia_5000BP_200BP	1.1_Scandinavia_4000BP_3000BP
RISE47	RISE47	Sebber skole	Denmark	NorthernEurope	Denmark_BronzeAge	Ancient	lowGpAvg	7	grey	56.97	9.55	sg.impute	Allentoft_Nature_2015	3153	3449	3274	3361.5	direct	0.113713632	XY	I	0.9796	NA	NA	NA	NA
NEO951	NEO951	Klæstrup Holm Mose	Denmark	NorthernEurope	Denmark_BronzeAge	Ancient	0	7	black	57.29	10.03	sg.impute	thisStudy	3114	3401	3082	3242	direct	0.448157164	XX	W1	0.99382	NA	1.2.1.3.1.8	Eurasia_5000BP_200BP	1.2_Scandinavia_4200BP_3200BP
NEO590	NEO590	Magleö	Denmark	NorthernEurope	Denmark_BronzeAge	Ancient	0	7	black	55.34	11.16	sg.impute	thisStudy	3114	3368	3211	3290	direct	1.007854227	XY	K2a3	0.99521	NA	1.1.2.3.1.6	Eurasia_5000BP_200BP	1.1_Scandinavia_4000BP_3000BP
NEO946	NEO946	Hove å	Denmark	NorthernEurope	Denmark_BronzeAge	Ancient	0	7	black	55.71	12.25	sg.impute	thisStudy	2982	3224	2964	3094	direct	1.240395054	XY	U4a1a	0.99476	NA	1.1.2.3.1.8	Eurasia_5000BP_200BP	1.1_Scandinavia_4000BP_3000BP
VK582	VK582	Alken_Enge	Denmark	NorthernEurope	Denmark_IronAge	Ancient	0	7	grey	56.05	9.94	sg.impute	Margyaran_2020_Nature	NA	1950	1850	1900	context	0.107748506	XY	H6a1b3	0.98459	NA	1.1.1.5.1.1	Eurasia_5000BP_200BP	1.1_Europe_2000BP_300BP
VK521	VK521	Brondsager Torsiinre	Denmark	NorthernEurope	Denmark_IronAge	Ancient	0	7	grey	55.64	12.24	sg.impute	Margyaran_2020_Nature	NA	NA	NA	1650	context	4.733938577	XY	H16b	0.99766	NA	1.1.2.3.1.1	Eurasia_5000BP_200BP	1.1_Scandinavia_4000BP_3000BP
VK213	VK213	Gerdrup	Denmark	NorthernEurope	Denmark_IronAge	Ancient	0	7	grey	55.73	12.12	sg.impute	Margyaran_2020_Nature	NA	1559	1423	1491	direct	0.117875544	XX	H1	0.98452	NA	1.2.1.2.1.2.1.1	Eurasia_5000BP_200BP	1.2_Europe_4500BP_650BP
VK532	VK532	Kragehave Odetofter	Denmark	NorthernEurope	Denmark_IronAge	Ancient	0	7	grey	55.66	12.25	sg.impute	Margyaran_2020_Nature	NA	NA	NA	950	context	4.187056831	XY	U2e2a1a	0.99679	NA	1.1.2.1.1.1.12	Eurasia_5000BP_200BP	1.1_EuropeNE_1500BP_800BP
VK65	VK65	Tollemosegard	Denmark	NorthernEurope	Denmark_VikingAge	Ancient	0	7	grey	55.87	12.08	sg.impute	Margyaran_2020_Nature	NA	1450	950	1200	context	0.523402505	XX	V25	0.99294	Late Germanic Iron Age/early Viking	1.1.1.2.1.1.8	Eurasia_5000BP_200BP	1.1_Europe_2000BP_300BP
VK69	VK69	Tollemosegard	Denmark	NorthernEurope	Denmark_VikingAge	Ancient	0	7	grey	55.87	12.08	sg.impute	Margyaran_2020_Nature	NA	1450	950	1200	context	0.798537712	XX	H2a2a1	0.99272	Late Germanic Iron Age/early Viking	1.1.1.3.1.1.2.1	Eurasia_5000BP_200BP	1.1_Europe_2000BP_300BP
VK70	VK70	Tollemosegard	Denmark	NorthernEurope	Denmark_VikingAge	Ancient	0	7	grey	55.87	12.08	sg.impute	Margyaran_2020_Nature	NA	1450	950	1200	context	6.99309631	XY	H7d4	0.9977	Late Germanic Iron Age/early Viking	1.1.1.3.1.2.2.1	Eurasia_5000BP_200BP	1.1_Europe_2000BP_300BP
VK71	VK71	Tollemosegard	Denmark	NorthernEurope	Denmark_VikingAge	Ancient	0	7	grey	55.87	12.08	sg.impute	Margyaran_2020_Nature	NA	1450	950	1200	context	0.181510772	XY	U5a1a	0.98626	Late Germanic Iron Age/early Viking	1.1.2.2.3.8	Eurasia_5000BP_200BP	1.1_Europe_1400BP_800BP
VK312	VK312	Rantzausminde	Denmark	NorthernEurope	Denmark_VikingAge	Ancient	0	7	grey	55.05	10.53	sg.impute	Margyaran_2020_Nature	NA	1100	1050	1075	context	0.369446452	XX	H13a1a1a	0.98998	NA	1.1.1.5.1.5	Eurasia_5000BP_200BP	1.1_Europe_2000BP_300BP
VK313	VK313	Rantzausminde	Denmark	NorthernEurope	Denmark_VikingAge	Ancient	0	7	grey	55.05	10.53	sg.impute	Margyaran_2020_Nature	NA	1100	1050	1075	context	0.328596109	XY	H1b	0.99224	NA	1.3.1.1.1.3	Eurasia_5000BP_200BP	1.3_EuropeNE_4000BP_500BP
VK314	VK314	Rantzausminde	Denmark	NorthernEurope	Denmark_VikingAge	Ancient	0	7	grey	55.05	10.53	sg.impute	Margyaran_2020_Nature	NA	1100	1050	1075	context	0.30294433	XX	H6a1b2	0.99107	NA	1.2.1.2.1.1.3	Eurasia_5000BP_200BP	1.2_Europe_4500BP_650BP
VK329	VK329	Ribe	Denmark	NorthernEurope	Denmark_VikingAge	Ancient	0	7	grey	55.33	8.76	sg.impute	Margyaran_2020_Nature	NA	1239	1086	1163	direct	1.247468074	XY	H3+152	0.99466	NA	1.1.1.2.1.2.2	Eurasia_5000BP_200BP	1.1_Europe_2000BP_300BP
VK325	VK325	Ribe	Denmark	NorthernEurope	Denmark_VikingAge	Ancient	0	7	grey	55.33	8.76	sg.impute	Margyaran_2020_Nature	NA	1172	1009	1091	direct	0.605037272	XX	U5b3e	0.99373	NA	1.1.1.1.2.2.1	Eurasia_5000BP_200BP	1.1_Europe_2000BP_300BP
VK328	VK328	Ribe	Denmark	NorthernEurope	Denmark_VikingAge	Ancient	0	7	grey	55.33	8.76	sg.impute	Margyaran_2020_Nature	NA	1172	986	1079	direct	1.16658034	XX	U5a1d2a	0.996	NA	1.1.1.2.3.4	Eurasia_5000BP_200BP	1.1_Europe_2000BP_300BP
VK326	VK326	Ribe	Denmark	NorthernEurope	Denmark_VikingAge	Ancient	0	7	grey	55.33	8.76	sg.impute	Margyaran_2020_Nature	NA	981	934	958	direct	1.318281593	XY	U5b1+16189+@16192	0.99593	NA	1.1.1.2.1.2.4	Eurasia_5000BP_200BP	1.1_Europe_2000BP_300BP
VK327	VK327	Ribe	Denmark	NorthernEurope	Denmark_VikingAge	Ancient	0	7	grey	55.33	8.76	sg.impute	Margyaran_2020_Nature	NA	960	930	945	direct	1.215139804	XY	H6a1a5	0.99457	NA	1.1.1.2.2.3	Eurasia_5000BP_200BP	1.1_Europe_2000BP_300BP
VK324	VK324	Ribe	Denmark	NorthernEurope	Denmark_VikingAge	Ancient	0	7	grey	55.33	8.76	sg.impute	Margyaran_2020_Nature	NA	955	921	938	direct	1.406459218	XY	N1a1a1a2	0.99498	NA	1.1.1.4.1.3	Eurasia_5000BP_200BP	1.1_Europe_2000BP_300BP
VK323	VK323	Ribe	Denmark	NorthernEurope	Denmark_VikingAge	Ancient	0	7	grey	55.33	8.76	sg.impute	Margyaran_2020_Nature	NA	1050	750	900	context	1.407060098	XY	K2a6	0.99495	NA	1.1.1.2.2.3	Eurasia_5000BP_200BP	1.1_Europe_2000BP_300BP
VK322	VK322	Ribe	Denmark	NorthernEurope	Denmark_VikingAge	Ancient	0	7	grey	55.33	8.76	sg.impute	Margyaran_2020_Nature	NA	929	803	866	direct	1.281985082	XX	K1a4a1c	0.99455	NA	1.2.1.1.3.1	Eurasia_5000BP_200BP	1.2_EuropeNW_4000BP_500BP
VK330	VK330	Ribe	Denmark	NorthernEurope	Denmark_VikingAge	Ancient	0	7	grey	55.33	8.76	sg.impute	Margyaran_2020_Nature	NA	923	799	861	direct	1.080982525	XX	H3	0.9943	NA	1.2.1.1.2.1.7	Eurasia_5000BP_200BP	1.2_EuropeNW_4000BP_500BP
VK301	VK301	Ladby	Denmark	NorthernEurope	Denmark_VikingAge	Ancient	0	7	grey	55.43	10.61	sg.impute	Margyaran_2020_Nature	NA	1310	1060	1185	context	0.762184806	XY	R0a2b	0.99442	NA	1.1.1.2.1.2.3	Eurasia_5000BP_200BP	1.1_Europe_2000BP_300BP
VK319	VK319	Ladby	Denmark	NorthernEurope	Denmark_VikingAge	Ancient	0	7	grey	55.43	10.61	sg.impute	Margyaran_2020_Nature	NA	NA	NA	1150	context	0.572804708	XX	H1bq	0.99365	NA	1.1.1.3.1.1.1.5	Eurasia_5000BP_200BP	1.1_Europe_2000BP_300BP
VK294	VK294	Bakkendrup	Denmark	NorthernEurope	Denmark_VikingAge	Ancient	0	7	grey	55.56	11.25	sg.impute	Margyaran_2020_Nature	NA	1100	1050	1075	context	1.153677119	XX	U5a1b1h	0.99504	NA	1.1.2.2.1.1.8	Eurasia_5000BP_200BP	1.1_Europe_1400BP_800BP
VK315	VK315	Bakkendrup	Denmark	NorthernEurope	Denmark_VikingAge	Ancient	0	7	grey	55.56	11.25	sg.impute	Margyaran_2020_Nature	NA	1100	1050	1075	context	0.608929754	XY	T1a1b	0.9935	NA	1.1.1.2.2.2	Eurasia_5000BP_200BP	1.1_Europe_2000BP_300BP
VK369	VK369	Bakkendrup	Denmark	NorthernEurope	Denmark_VikingAge	Ancient	0	7	grey	55.56	11.25	sg.impute	Margyaran_2020_Nature	NA	1100	1050	1075	context	1.186329037	XY	H1a	0.99554	NA	1.1.1.5.2.5	Eurasia_5000BP_200BP	1.1_Europe_2000BP_300BP
VK300	VK300	Hesselbjerg	Denmark	NorthernEurope	Denmark_VikingAge	Ancient	0	7	grey	55.95	10.2	sg.impute	Margyaran_2020_Nature	NA	1100	1050	1075	context	0.517379484	XX	H3	0.99375	NA	1.1.1.3.2.6	Eurasia_5000BP_200BP	1.1_Europe_2000BP_300BP
VK340	VK340	Hesselbjerg	Denmark	NorthernEurope	Denmark_VikingAge	Ancient	0	7	grey	55.95	10.2	sg.impute	Margyaran_2020_Nature	NA	1100	1050	1075	context	0.645017493	XX	H1c	0.99437	NA	1.3.1.1.1.9	Eurasia_5000BP_200BP	1.3_EuropeNE_4000BP_500BP
VK384	VK384	Hesselbjerg	Denmark	NorthernEurope	Denmark_VikingAge	Ancient	0	7	grey	55.95	10.2	sg.impute	Margyaran_2020_Nature	NA	1100	1050	1075	context	1.256811317	XY	H3g1	0.99554	NA	1.1.1.4.1.7	Eurasia_5000BP_200BP	1.1_Europe_2000BP_300BP
VK84	VK84	Hesselbjerg	Denmark	NorthernEurope	Denmark_VikingAge	Ancient	0	7	grey	55.95	10.2	sg.impute	Margyaran_2020_Nature	NA	1100	1050	1075	context	1.19784873	XX	J1c2p	0.99304	NA	1.1.1.1.3.9	Eurasia_5000BP_200BP	1.1_Europe_2000BP_300BP
VK87	VK87	Hesselbjerg	Denmark	NorthernEurope	Denmark_VikingAge	Ancient	0	7	grey	55.95	10.2	sg.impute	Margyaran_2020_Nature	NA	1100	1050	1075	context	3.149830069	XY	K1c2	0.99713	NA	1.1.1.4.1.8	Eurasia_5000BP_200BP	1.1_Europe_2000BP_300BP
VK385	VK385	Lejre	Denmark	NorthernEurope	Denmark_VikingAge	Ancient	0	7	grey	55.6	11.95	sg.impute	Margyaran_2020_Nature	NA	1100	1050	1075	context	1.557987143	XX	U4c1	0.99615	NA	1.1.1.4.2.6	Eurasia_5000BP_200BP	1.1_Europe_2000BP_300BP
VK90	VK90	Lejre	Denmark	NorthernEurope	Denmark_VikingAge	Ancient	0	7	grey	55.6	11.95	sg.impute	Margyaran_2020_Nature	NA	1100	1050	1075	context	0.325502084	XX	H3+152	0.99095	NA	1.2.1.2.1.2.1.4	Eurasia_5000BP_200BP	1.2_Europe_4500BP_650BP
VK92	VK92	Lejre	Denmark	NorthernEurope	Denmark_VikingAge	Ancient	0	7	grey	55.6	11.95	sg.impute	Margyaran_2020_Nature	NA	1100	1050	1075	context	0.347265424	XX	H1c3b	0.992	NA	1.1.1.3.1.1.2.2	Eurasia_5000BP_200BP	1.1_Europe_2000BP_300BP
VK445	VK445	Lejre	Denmark	NorthernEurope	Denmark_VikingAge	Ancient	0	7	grey	55.62	11.97	sg.impute	Margyaran_2020_Nature	NA	1050	750	900	context	1.423154157	XY	U3b	0.99556	NA	1.1.3.1.1.2.8	Eurasia_5000BP_200BP	1.1_EuropeAtlantic_1800BP_600BP
VK94	VK94	Lejre	Denmark	NorthernEurope	Denmark_VikingAge	Ancient	0	7	grey	55.62	11.97	sg.impute	Margyaran_2020_Nature	NA	1050	750	900	context	0.146696745	XX	U5a1b1	0.98523	NA	1.2.1.2.1.1.7	Eurasia_5000BP_200BP	1.2_Europe_4500BP_650BP
VK371	VK371	Galgedil	Denmark	NorthernEurope	Denmark_VikingAge	Ancient	0	7	grey	55.5	10.33	sg.impute	Margyaran_2020_Nature	NA	1170	960	1065	context	0.668607156	XX	H1a1	0.99414	NA	1.1.2.2.2.1.1	Eurasia_5000BP_200BP	1.1_Europe_1400BP_800BP
VK134	VK134	Galgedil	Denmark	NorthernEurope	Denmark_VikingAge	Ancient	0	7	grey	55.5	10.33	sg.impute	Margyaran_2020_Nature	NA	1050	750	900	context	0.667841422	XY	H1cg	0.99395	NA	1.1.2.3.1.11	Eurasia_5000BP_200BP	1.1_Scandinavia_4000BP_3000BP
VK138	VK138	Galgedil	Denmark	NorthernEurope	Denmark_VikingAge	Ancient	0	7	grey	55.5	10.33	sg.impute	Margyaran_2020_Nature	NA	1050	750	900	context	0.407493946	XY	T2b5	0.99057	NA	1.1.1.1.3.4	Eurasia_5000BP_200BP	1.1_Europe_2000BP_300BP
VK139	VK139	Galgedil	Denmark	NorthernEurope	Denmark_VikingAge	Ancient	0	7	grey	55.5	10.33	sg.impute	Margyaran_2020_Nature	NA	1050	750	900	context	0.580257804	XY	J1c3k	0.99342	NA	1.3.1.1.2.2	Eurasia_5000BP_200BP	1.3_EuropeNE_4000BP_500BP
VK278	VK278	Galgedil	Denmark	NorthernEurope	Denmark_VikingAge	Ancient	0	7	grey	55.5	10.33	sg.impute	Margyaran_2020_Nature	NA	1050	750	900	context	0.676219488	XX	U5a2a1	0.99339	NA	1.1.1.3.2.1	Eurasia_5000BP_200BP	1.1_Europe_2000BP_300BP
VK280	VK280	Galgedil	Denmark	NorthernEurope	Denmark_VikingAge	Ancient	0	7	grey	55.5	10.33	sg.impute	Margyaran_2020_Nature	NA	1050	750	900	context	0.348781405	XY	H11a	0.99183	NA	1.1.1.2.1.2.2	Eurasia_5000BP_200BP	1.1_Europe_2000BP_300BP
VK370	VK370	Galgedil	Denmark	NorthernEurope	Denmark_VikingAge	Ancient	0	7	grey	55.5	10.33	sg.impute	Margyaran_2020_Nature	NA	1050	750	900	context	1.332008153	XX	H7b2	0.99631	NA	1.1.2.2.1.1.11	Eurasia_5000BP_200BP	1.1_Europe_1400BP_800BP
VK372	VK372	Galgedil	Denmark	NorthernEurope	Denmark_VikingAge	Ancient	0	7	grey	55.5	10.33	sg.impute	Margyaran_2020_Nature	NA	1050	750	900	context	1.372716733	XX	U5a1a2a	0.99573	NA	1.1.3.1.1.1.2.4	Eurasia_5000BP_200BP	1.1_EuropeAtlantic_1800BP_600BP
VK373	VK373	Galgedil	Denmark	NorthernEurope	Denmark_VikingAge	Ancient	0	7	grey	55.5	10.33	sg.impute	Margyaran_2020_Nature	NA	1050	750	900	context	1.135417912	XY	J2b1a	0.99627	NA	1.1.1.2.3.6	Eurasia_5000BP_200BP	1.1_Europe_2000BP_300BP
VK446	VK446	Galgedil	Denmark	NorthernEurope	Denmark_VikingAge	Ancient	0	7	grey	55.5	10.33	sg.impute	Margyaran_2020_Nature	NA	1050	750	900	context	1.597823819	XY	U5a1a1+16362	0.99597	NA	1.1.1.2.1.1.1	Eurasia_5000BP_200BP	1.1_Europe_2000BP_300BP
VK141	VK141	Galgedil	Denmark	NorthernEurope	Denmark_VikingAge	Ancient	0	7	grey	55.5	10.33	sg.impute	Margyaran_2020_Nature	NA	950	850	900	context	1.944406632	XX	H1as	0.99649	NA	1.1.2.2.1.1.1	Eurasia_5000BP_200BP	1.1_Europe_1400BP_800BP
VK279	VK279	Galgedil	Denmark	NorthernEurope	Denmark_VikingAge	Ancient	0	7	grey	55.5	10.33	sg.impute	Margyaran_2020_Nature	NA	950	850	900	context	2.496781162	XY	I4a	0.99704	NA	1.1.6	Eurasia_5000BP_200BP	1.1_DenmarkUK_1000BP
VK289	VK289	Bodkergarden	Denmark	NorthernEurope	Denmark_VikingAge	Ancient	0	7	grey	54.8	10.69	sg.impute	Margyaran_2020_Nature	NA	1050	950	1000	context	0.840074822	XY	J2b1a	0.99472	NA	1.1.1.2.1.1.1	Eurasia_5000BP_200BP	1.1_Europe_2000BP_300BP
VK291	VK291	Bodkergarden	Denmark	NorthernEurope	Denmark_VikingAge	Ancient	0	7	grey	54.8	10.69	sg.impute	Margyaran_2020_Nature	NA	1050	950	1000	context	1.160528046	XY	U5a1a2b	0.99626	NA	1.1.2.2.1.1.7	Eurasia_5000BP_200BP	1.1_Europe_1400BP_800BP
VK281	VK281	Barse	Denmark	NorthernEurope	Denmark_VikingAge	Ancient	0	7	grey	55.13	11.95	sg.impute	Margyaran_2020_Nature	NA	950	850	900	context	2.134000643	XY	T2	0.99667	NA	1.1.2.2.2.1.9	Eurasia_5000BP_200BP	1.1_Europe_1400BP_800BP
VK298	VK298	Besser	Denmark	NorthernEurope	Denmark_VikingAge	Ancient	0	7	grey	55.85	10.64	sg.impute	Margyaran_2020_Nature	NA	NA	NA	900	context	0.405316052	XX	U5a1a1d	0.99337	NA	1.1.1.2.2.2	Eurasia_5000BP_200BP	1.1_Europe_2000BP_300BP
VK286	VK286	Bogovej	Denmark	NorthernEurope	Denmark_VikingAge	Ancient	0	7	grey	54.87	10.72	sg.impute	Margyaran_2020_Nature	NA	950	850	900	context	0.843775046	XY	J1c+16261	0.99509	NA	1.2.1.1.3.9	Eurasia_5000BP_200BP	1.2_EuropeNW_4000BP_500BP
